Time, linear_acceleration_x, linear_acceleration_y, linear_acceleration_z, #angular_velocity_x, #angular_velocity_y, #angular_velocity_z, roll pitch, yaw 
0.0003905296325683594,-0.856286223754883,-0.3162979813232422,-0.33579266345214975,-6.673511450381681,-8.016412213740455,0.16770992366412207,-0.2398633911691208,-0.003946213009354573,-0.20702992967781597
0.00029158592224121094,-0.8607394388427727,-0.3281253375244142,-0.34831433813476487,-6.68419847328244,-7.924122137404578,0.08877862595419847,-0.30108405238724256,-0.01575426583094102,-0.22071392208583815
0.0002913475036621094,-0.8569566002197263,-0.318500646850586,-0.34175422558594093,-6.679389312977101,-7.9151145038167945,0.0951145038167939,-0.3718913626299638,-0.035301407658763426,-0.303999230040333
0.00012993812561035156,-0.8545863405761718,-0.21844695947265627,-0.47104111523437453,-6.233740458015266,-6.831221374045805,3.9918320610687026,-0.48776238529064586,-0.037089565328902785,-0.3806693075726659
0.000286102294921875,-1.0297700760498045,-0.19230227734375,-0.3942830100097652,-7.967633587786261,-7.970152671755724,0.04999999999999994,-0.5193368732801721,0.21154929621207208,-0.46103702787509215
0.00031948089599609375,-0.784484115966797,-0.23455993664550787,-0.33526593908691105,-7.004656488549618,-7.935038167938933,0.09404580152671756,-0.48103557022214516,0.40006260927162585,-0.5259182060886075
0.00028204917907714844,-1.0849085402832028,-0.17511190942382807,-0.38913547644043334,-8.966183206106866,-7.838931297709922,-0.16732824427480922,-0.41250328522690133,0.4551251397887334,-0.5802520727535364
0.00028514862060546875,-0.7251797408447263,-0.21306000573730455,-0.3007415511474587,-6.460381679389314,-8.266183206106874,0.6754198473282446,-0.3660972082922062,0.510918503908199,-0.6398598537873769
0.00028705596923828125,-1.0447817204589844,-0.1332373223876953,-0.2918351209716832,-7.45351145038168,-6.951145038167938,-0.12282442748091596,-0.3371419968016886,0.4778602378125931,-0.6877533259271733
0.00030541419982910156,-0.8063910611572268,-0.22177489978027343,-0.2814203437500016,-5.459847328244274,-9.396335877862594,0.7103053435114505,-0.34335870402349833,0.5062647681628899,-0.7435104266076412
0.0002880096435546875,-0.9926599503173827,-0.14343662145996094,-0.3441005432128872,-6.915496183206106,-7.14,0.46404580152671754,-0.5210779529799958,0.4781368483573608,-0.7590780009997798
0.0002818107604980469,-0.9359891970214846,-0.29747955627441397,-0.424761197143555,-5.745572519083967,-9.193053435114507,0.6096183206106872,-0.6802361616240025,0.44740822704456706,-0.8013794372210248
0.00028014183044433594,-0.9565075052490234,-0.1611776557617188,-0.32635950891113374,-5.239694656488548,-6.746793893129774,0.473740458015267,-0.7498099977644739,0.47710856660607087,-0.7764655478074014
0.0002803802490234375,-0.8942343200683597,-0.27796681274414065,-0.42078682238769716,-6.884274809160304,-9.456870229007635,-0.18267175572519115,-0.8527862846486348,0.49806407348114023,-0.7094097870283252
0.00028634071350097656,-0.8970834200439453,-0.10213664282226559,-0.3320337668457043,-4.8790839694656505,-5.221832061068702,0.5451908396946566,-0.8984297213630842,0.44179729868258283,-0.700377469344429
0.0002765655517578125,-0.9751104521484372,-0.2590526196289062,-0.33907271972656794,-6.518625954198473,-8.782213740458017,-0.3440458015267175,-0.894427587986758,0.416490273586528,-0.6997040415079918
0.0002818107604980469,-0.8109879283447264,-0.2608482708740233,-0.2199611871337872,-5.119618320610687,-6.214198473282444,0.5196946564885494,-0.7880953092290061,0.4638022062337221,-0.7024635982085797
0.0002849102020263672,-0.9354145886230468,-0.31261091076660147,-0.32662287109375043,-7.579312977099233,-8.164122137404581,-0.4386259541984732,-0.7348865090578071,0.5463202874741045,-0.716397443135142
0.0002868175506591797,-0.7377732415771483,-0.288884372314453,-0.2817794739990287,-6.5116793893129765,-7.640000000000002,0.44404580152671747,-0.5584419060154566,0.6805671767979204,-0.6928024297194575
0.0002779960632324219,-1.033888102905273,-0.24638729284667968,-0.5014235343017592,-9.053587786259538,-8.375267175572517,-1.035648854961832,-0.3616279549080282,0.757795050978657,-0.6572888450918603
0.0002758502960205078,-0.7592492304687503,-0.2112882965087891,-0.344531499511719,-6.884198473282442,-8.291908396946564,0.4274045801526718,-0.1757153294447235,0.8233049276765885,-0.6224849816960201
0.0002770423889160156,-0.9419986431884763,-0.1304839904785156,-0.34764396166992917,-7.989160305343509,-7.562748091603054,-0.6269465648854962,-0.030440413428767993,0.8074779498839211,-0.5886558366236856
0.0002841949462890625,-0.7313328391113281,-0.25402479614257806,-0.4097974367675814,-6.186946564885496,-9.0024427480916,0.6182442748091603,0.08267609448959504,0.7737973875557986,-0.5645904105678754
0.00028514862060546875,-1.1569500682373044,-0.10371681591796873,-0.2761052160644528,-7.8272519083969465,-7.789541984732825,1.2768702290076337,0.1466552096516704,0.6865590530505422,-0.5032935283186967
0.0003705024719238281,-0.8588959035644528,-0.29747955627441397,-0.37591948327637326,-5.067404580152672,-8.833664122137403,0.6242748091603052,0.26208886058842346,0.6386488788304158,-0.4275401626885119
0.00030493736267089844,-0.8894938007812501,-0.2626199801025391,-0.36380482287597715,-6.644427480916033,-7.915725190839693,0.13893129770992366,0.33081575586552425,0.596008016757918,-0.3636947607302811
0.00021076202392578125,-0.9056307199707028,-0.24358607690429693,-0.3473327154541064,-6.653816793893128,-7.790763358778626,0.2193129770992366,0.3910451210929064,0.5630124492262715,-0.30398851501884727
0.0002841949462890625,-0.9164285694580074,-0.24521413403320316,-0.32075707702636613,-6.661755725190841,-7.907480916030533,-0.08076335877862593,0.4210260860427835,0.5393360143402565,-0.24822201357577028
0.0001366138458251953,-0.9100121090087891,-0.22639570898437492,-0.3351222869873052,-6.728931297709924,-7.764198473282441,0.06893129770992368,0.45613661130555255,0.508796495944538,-0.19413225906058518
